horizon,feature,importance_score
72h,snow,213.4453888070393
72h,solar_rad,4560.434720936551
72h,temp,44483.81266977141
72h,uv,5570.168575614528
72h,vis,46.09286525387394
72h,wind_dir,6.961533245402026
72h,wind_gust_spd,207.40344921166127
72h,wind_spd,822.2293099060203
72h,month,1589.896828748747
72h,year,96.4681933728075
72h,hour,10.585691743049017
72h,day_of_week,113.72028281853775
72h,season,13830.65917813054
72h,B1_B2_expected_supply_temp,33938.46212363811
72h,B1_B2_expected_return_temp,0.0
72h,B1_B2_expected_delta_T,33938.462122238234
72h,F1_Nord_expected_supply_temp,33938.46213024123
72h,F1_Nord_expected_return_temp,0.0
72h,F1_Nord_expected_delta_T,33938.46213098571
72h,F1_Sud_expected_supply_temp,33938.46212363811
72h,F1_Sud_expected_return_temp,0.0
72h,F1_Sud_expected_delta_T,33938.46212223839
72h,Maintal_expected_supply_temp,0.0
72h,Maintal_expected_return_temp,0.0
72h,Maintal_expected_delta_T,0.0
72h,N1_expected_supply_temp,33938.462134611196
72h,N1_expected_return_temp,0.0
72h,N1_expected_delta_T,33938.462134559784
72h,N2_expected_supply_temp,33938.462135193135
72h,N2_expected_return_temp,0.0
72h,N2_expected_delta_T,33938.46213555658
72h,V1_expected_supply_temp,33938.46213024123
72h,V1_expected_return_temp,0.0
72h,V1_expected_delta_T,33938.46213098571
72h,V2_expected_supply_temp,33938.46210700929
72h,V2_expected_return_temp,0.0
72h,V2_expected_delta_T,33938.4621053984
72h,V6_expected_supply_temp,33938.46213581778
72h,V6_expected_return_temp,0.0
72h,V6_expected_delta_T,33938.4621355622
72h,W1_expected_supply_temp,33938.462130241285
72h,W1_expected_return_temp,0.0
72h,W1_expected_delta_T,33938.46213098571
72h,ZN_expected_supply_temp,33938.46212363811
72h,ZN_expected_return_temp,0.0
72h,ZN_expected_delta_T,33938.462122238234
72h,hdd_18,53940.65664202973
72h,hdd_15_5,55284.38954127055
72h,temp_change,16.4375066674521
72h,is_daytime,167.49536097461058
72h,is_weekend,274.48410228794376
72h,demand_lag_12h,38583.16825323955
72h,demand_lag_24h,47874.13856313688
72h,demand_lag_48h,43025.89548168559
72h,demand_lag_72h,49324.29579241391
72h,demand_lag_96h,59485.74989376347
72h,demand_lag_120h,43165.51301597461
72h,demand_lag_144h,33571.62692605535
72h,demand_lag_168h,32911.831655917755
72h,demand_lag_169h,31796.480569244653
72h,demand_lag_170h,29450.695339204824
72h,demand_lag_171h,26665.223329254426
72h,demand_lag_172h,24143.401541745687
72h,demand_mean_24h,47462.326475973416
72h,demand_std_24h,17614.970131941678
72h,temp_mean_24h,44911.37786995043
72h,temp_std_24h,10863.0692490554
72h,demand_mean_48h,48506.22495705954
72h,demand_std_48h,26949.76075429309
72h,temp_mean_48h,44514.87989523036
72h,temp_std_48h,10726.816383103464
72h,demand_mean_72h,51232.24621341776
72h,demand_std_72h,29423.35092207602
72h,temp_mean_72h,44226.6666156155
72h,temp_std_72h,10249.771189048059
72h,demand_mean_96h,56352.66604656685
72h,demand_std_96h,29657.07424074195
72h,temp_mean_96h,43860.9058959622
72h,temp_std_96h,9697.60519985834
72h,demand_mean_168h,58010.53776677597
72h,demand_std_168h,35882.99693849707
72h,temp_mean_168h,44179.20725040519
72h,temp_std_168h,7337.047155936353
72h,demand_mean_336h,56696.7567803361
72h,demand_std_336h,38902.151141404
72h,temp_mean_336h,44167.99438835076
72h,temp_std_336h,5274.98537850932
72h,demand_mean_504h,53483.35724018293
72h,demand_std_504h,36221.99194750378
72h,temp_mean_504h,43095.69574785
72h,temp_std_504h,5658.155475542559
72h,demand_velocity_24h,105.75327683784295
72h,demand_velocity_48h,173.8667663266074
72h,demand_velocity_72h,30.069678542538995
72h,demand_acceleration_72h,63.08372292950826
72h,demand_jerk_72h,94.32086466178744
72h,temp_trend_48h,227.98102310675637
72h,demand_trend_48h,163.9249144539991
72h,temp_trend_72h,303.5618304228754
72h,demand_trend_72h,62.4301640671276
72h,temp_trend_96h,376.2971472347219
72h,demand_trend_96h,1.258637899211639
72h,temp_trend_168h,295.5183863446308
72h,demand_trend_168h,248.74629046554287
72h,hour_sin,225.40345265554524
72h,hour_cos,266.4561971998588
72h,dow_sin,710.6318264137011
72h,dow_cos,168.13644249035875
72h,month_sin,6003.329816908747
72h,month_cos,34079.52960702349
72h,season_sin_1,1238.7551821684228
72h,season_cos_1,55829.44699470555
72h,season_sin_2,484.46042459199606
72h,season_cos_2,1307.4908380932914
72h,season_sin_3,0.11302427434158492
72h,season_cos_3,18.35251480431599
72h,week_sin_1,332.01133221389824
72h,week_cos_1,475.0604377168997
72h,week_sin_2,167.87469263685833
72h,week_cos_2,139.38811452348813
72h,week_sin_3,28.45156379301521
72h,week_cos_3,7.298526419259335
72h,week_sin_4,9.466748020945898
72h,week_cos_4,15.076811251906262
72h,is_business_day,274.48410228794296
72h,is_friday,211.09815411170345
72h,is_sunday,85.41246540734485
72h,week_of_year,1609.313661762569
72h,day_of_month,72.44428870198878
72h,is_month_start,25.373398531669324
72h,is_month_middle,31.271897612465278
72h,is_month_end,4.029462876300864
72h,temp_change_6h,392.16624903215535
72h,temp_change_24h,175.68714391313122
72h,temp_change_72h,371.7506914665415
72h,hdd_trend_72h,410.7271647253411
72h,hdd_acceleration_72h,122.77964287198013
72h,V1_temp_trend_72h,514.5632752787384
72h,V1_temp_volatility_72h,15831.86932515064
72h,V1_temp_momentum_48h,408.2708596524691
72h,N1_temp_trend_72h,514.5632752642967
72h,N1_temp_volatility_72h,15831.869323983667
72h,N1_temp_momentum_48h,408.27085962954584
72h,B1_B2_temp_trend_72h,514.5632753530473
72h,B1_B2_temp_volatility_72h,15831.869328421206
72h,B1_B2_temp_momentum_48h,408.2708597052926
72h,W1_temp_trend_72h,514.5632752787385
72h,W1_temp_volatility_72h,15831.869325150674
72h,W1_temp_momentum_48h,408.2708596524691
72h,F1_Sud_temp_trend_72h,514.5632753530473
72h,F1_Sud_temp_volatility_72h,15831.869328421206
72h,F1_Sud_temp_momentum_48h,408.2708597052926
72h,temp_hdd_interaction,365.6744993075547
72h,weekend_seasonal,572.9553474225465
72h,month_dow_interaction,234.71843367849874
72h,temp_seasonal_interaction,16860.816519679352
72h,demand_volatility_24h,16398.59660313288
72h,temp_volatility_24h,10863.0692490554
72h,demand_volatility_72h,19922.754831877897
72h,temp_volatility_72h,10249.771189048059
72h,demand_volatility_168h,28576.413516267585
72h,temp_volatility_168h,7337.04715593635
